iter	Passed	Remaining
816	2781	622
817	2783	619
818	2786	615
819	2789	612
820	2792	608
821	2794	605
822	2797	601
823	2800	598
824	2803	594
825	2806	591
826	2808	587
827	2811	583
828	2813	580
829	2816	576
830	2818	573
831	2821	569
832	2824	566
833	2826	562
834	2829	559
835	2833	555
836	2835	552
837	2838	548
838	2841	545
839	2843	541
840	2847	538
841	2848	534
842	2851	531
843	2854	527
844	2856	523
845	2858	520
846	2863	517
847	2865	513
848	2868	510
849	2870	506
850	2873	503
851	2877	499
852	2880	496
853	2882	492
854	2884	489
855	2887	485
856	2890	482
857	2893	478
858	2895	475
859	2898	471
860	2901	468
861	2903	464
862	2907	461
863	2909	457
864	2912	454
865	2914	451
866	2916	447
867	2921	444
868	2923	440
869	2926	437
870	2928	433
871	2931	430
872	2935	427
873	2937	423
874	2941	420
875	2944	416
876	2946	413
877	2951	410
878	2954	406
879	2959	403
880	2961	400
881	2964	396
882	2966	393
883	2972	389
884	2974	386
885	2977	383
886	2979	379
887	2982	376
888	2986	372
889	2989	369
890	2991	366
891	2994	362
892	2997	359
893	3002	355
894	3004	352
895	3006	349
896	3009	345
897	3012	342
898	3017	338
899	3019	335
900	3022	332
901	3025	328
902	3027	325
903	3032	322
904	3034	318
905	3037	315
906	3040	311
907	3043	308
908	3047	305
909	3050	301
910	3052	298
911	3055	294
912	3060	291
913	3063	288
914	3066	284
915	3069	281
916	3071	278
917	3076	274
918	3079	271
919	3082	268
920	3085	264
921	3090	261
922	3093	258
923	3095	254
924	3097	251
925	3100	247
926	3104	244
927	3106	241
928	3108	237
929	3111	234
930	3113	230
931	3116	227
932	3120	224
933	3122	220
934	3124	217
935	3127	213
936	3129	210
937	3134	207
938	3137	203
939	3140	200
940	3143	197
941	3145	193
942	3149	190
943	3152	187
944	3154	183
945	3157	180
946	3159	176
947	3164	173
948	3166	170
949	3169	166
950	3171	163
951	3174	160
952	3176	156
953	3179	153
954	3182	149
955	3184	146
956	3187	143
957	3189	139
958	3194	136
959	3196	133
960	3199	129
961	3201	126
962	3204	123
963	3210	119
964	3213	116
965	3216	113
966	3218	109
967	3223	106
968	3225	103
969	3228	99
970	3231	96
971	3234	93
972	3238	89
973	3241	86
974	3244	83
975	3246	79
976	3249	76
977	3253	73
978	3255	69
979	3258	66
980	3261	63
981	3264	59
982	3268	56
983	3271	53
984	3273	49
985	3276	46
986	3278	43
987	3281	39
988	3284	36
989	3287	33
990	3289	29
991	3291	26
992	3294	23
993	3298	19
994	3301	16
995	3303	13
996	3306	9
997	3308	6
998	3313	3
999	3315	0
